Cusip,State,Description,Coupon,Maturity Date,Moody Rating,S&P Rating,Price Bid,Price Ask,Yield Bid,Ask Yield to Worst,Ask Yield to Maturity,Quantity Bid(min),Quantity Ask(min),Attributes
="9128283D0","N/A","UNITED STATES TREAS SER R-2024          2.25000% 10/31/2024 NTS NOTE","2.250","10/31/2024","AAA","--","97.054","97.093","4.358","4.331","4.331","75,000(300)","20,000(250)",CP D 
="912833LT5","N/A","U S TREAS SEC       STRIPPED INT PMT     0.00000% 11/15/2024ZERO CPN","0.000","11/15/2024","--","--","94.012","94.125","4.166","4.085","4.085","10,000(100)","4,000(75)",CP D 
="912803BD4","N/A","UNITED STATES TREAS BD STRIPP ZERO CPN   0.00000% 11/15/2024","0.000","11/15/2024","--","--","93.953","94.107","4.209","4.098","4.098","10,000(100)","2,000(75)",CP D 
="912810ES3","N/A","UNITED STATES TREAS BDS                 7.50000% 11/15/2024","7.500","11/15/2024","AAA","--","104.582","104.999","4.307","4.026","4.026","20,000(200)","20,000(200)",CP D 
="91282CDH1","N/A","UNITED STATES TREAS SER AU-2024         0.75000% 11/15/2024 NTS NOTE","0.750","11/15/2024","AAA","--","94.867","94.891","4.327","4.310","4.310","75,000(300)","75,000(300)",CP D 
="912828G38","N/A","UNITED STATES TREAS NTS NOTE            2.25000% 11/15/2024","2.250","11/15/2024","AAA","--","97.007","97.036","4.336","4.316","4.316","75,000(300)","74,700(300)",CP D 
="91282CFX4","N/A","UNITED STATES TREAS SER BL-2024         4.50000% 11/30/2024 NTS NOTE","4.500","11/30/2024","AAA","--","100.263","100.286","4.320","4.305","4.305","20,000(500)","75,000(300)",CP D 
="912828YV6","N/A","UNITED STATES TREAS SER AG-2024         1.50000% 11/30/2024 NTS NOTE","1.500","11/30/2024","AAA","--","95.894","95.926","4.281","4.259","4.259","75,000(300)","75,000(300)",CP D 
="9128283J7","N/A","UNITED STATES TREAS SER S-2024          2.12500% 11/30/2024 NTS NOTE","2.125","11/30/2024","AAA","--","96.812","96.844","4.284","4.262","4.262","75,000(300)","75,000(300)",CP D 
="91282CDN8","N/A","UNITED STATES TREAS SER AV-2024         1.00000% 12/15/2024 NTS NOTE","1.000","12/15/2024","AAA","--","95.058","95.075","4.262","4.251","4.251","75,000( 300)","75,000(300)",CP D 
="91282CGD7","N/A","UNITED STATES TREAS SER BM-2024         4.25000% 12/31/2024 NTS NOTE","4.250","12/31/2024","AAA","--","99.976","100.006","4.262","4.243","4.243","75,000(300)","20,000(500)",CP D 
="912828YY0","N/A","UNITED STATES TREAS SER AH-2024         1.75000% 12/31/2024 NTS NOTE","1.750","12/31/2024","--","--","96.119","96.155","4.247","4.223","4.223","20,000(250)","20,000(250)",CP D 
="9128283P3","N/A","UNITED STATES TREAS SER T-2024          2.25000% 12/31/2024 NTS NOTE","2.250","12/31/2024","AAA","--","96.880","96.907","4.257","4.240","4.240","20,000(250)","75,000(300)",CP D 
="91282CDS7","N/A","UNITED STATES TREAS SER AJ-2025         1.12500% 01/15/2025 NTS NOTE","1.125","01/15/2025","AAA","--","95.056","95.082","4.229","4.212","4.212","20,000(500)","75,000( 300)",CP D 
="91282CGG0","N/A","UNITED STATES TREAS SER AW-2025         4.12500% 01/31/2025 NTS NOTE","4.125","01/31/2025","AAA","--","99.878","99.896","4.196","4.185","4.185","5,000(250)","25,000(500)",CP D 
="912828Z52","N/A","UNITED STATES TREAS SER U-2025          1.37500% 01/31/2025 NTS NOTE","1.375","01/31/2025","AAA","--","95.402","95.426","4.188","4.173","4.173","75,000(300)","75,000(300)",CP D 
="9128283V0","N/A","UNITED STATES TREAS SER G-2025          2.50000% 01/31/2025 NTS NOTE","2.500","01/31/2025","AAA","--","97.224","97.278","4.197","4.164","4.164","20,000(250)","75,000(300)",CP D 
="912820T31","N/A","U S TREAS NT        STRIPPED PRIN PMT    0.00000% 02/15/2025ZERO CPN","0.000","02/15/2025","--","--","92.843","93.326","4.285","3.983","3.983","5,000(100)","5,000(100)",CP 
="912833LU2","N/A","U S TREAS SEC       STRIPPED INT PMT     0.00000% 02/15/2025ZERO CPN","0.000","02/15/2025","--","--","93.203","93.360","4.060","3.962","3.962","2,000(75)","2,000(75)",CP D 
="912803BE2","N/A","UNITED STATES TREAS BD STRIPP ZERO CPN   0.00000% 02/15/2025","0.000","02/15/2025","--","--","93.133","93.324","4.104","3.984","3.984","10,000(100)","2,000(75)",CP D 
="912810ET1","N/A","UNITED STATES TREAS BDS                 7.62500% 02/15/2025","7.625","02/15/2025","AAA","--","105.785","106.121","4.160","3.967","3.967","10,000(200)","5,000(250)",CP D 
="91282CDZ1","N/A","UNITED STATES TREAS SER AK-2025         1.50000% 02/15/2025 NTS NOTE","1.500","02/15/2025","AAA","--","95.527","95.555","4.174","4.157","4.157","75,000(300)","75,000(300)",CP D 
="912828J27","N/A","UNITED STATES TREAS NTS NOTE            2.00000% 02/15/2025","2.000","02/15/2025","AAA","--","96.394","96.422","4.154","4.137","4.137","75,000(300)","75,000(300)",CP D 
="91282CGN5","N/A","UNITED STATES TREAS SER AY-2025         4.62500% 02/28/2025 NTS NOTE","4.625","02/28/2025","AAA","--","100.847","100.872","4.126","4.112","4.112","10,000(250)","50,000(300)",CP D 
="912828ZC7","N/A","UNITED STATES TREAS NOTE                1.12500% 02/28/2025","1.125","02/28/2025","AAA","--","94.859","94.887","4.132","4.115","4.115","75,000(300)","75,000(300)",CP D 
="9128283Z1","N/A","UNITED STATES TREAS NOTES               2.75000% 02/28/2025","2.750","02/28/2025","AAA","--","97.644","97.686","4.126","4.101","4.101","75,000(300)","10,000(250)",CP D 
="91282CED9","N/A","UNITED STATES TREAS SER AL-2025         1.75000% 03/15/2025 NTS NOTE","1.750","03/15/2025","AAA","--","95.863","95.887","4.117","4.103","4.103","75,000(300)","75,000(300)",CP D 
="91282CGU9","N/A","UNITED STATES TREAS SER AZ-2025         3.87500% 03/31/2025 NTS NOTE","3.875","03/31/2025","AAA","--","99.630","99.646","4.080","4.070","4.070","50,000(500)","50,000(500)",CP D 
="912828ZF0","N/A","UNITED STATES TREAS NOTE                0.50000% 03/31/2025","0.500","03/31/2025","AAA","NR","93.644","93.684","4.055","4.033","4.033","75,000(300)","75,000(300)",CP D 
="9128284F4","N/A","UNITED STATES TREAS SER J-2025          2.62500% 03/31/2025 NTS NOTE","2.625","03/31/2025","AAA","--","97.423","97.463","4.065","4.043","4.043","10,000(250)","10,000(250)",CP D 
="91282CEH0","N/A","UNITED STATES TREAS SER AM-2025         2.62500% 04/15/2025 NTS NOTE","2.625","04/15/2025","AAA","--","97.378","97.405","4.060","4.046","4.046","75,000(300)","10,000(500)",CP D 
="91282CGX3","N/A","UNITED STATES TREAS SER BA-2025         3.87500% 04/30/2025 NTS NOTE","3.875","04/30/2025","AAA","--","99.751","99.771","4.007","3.997","3.997","50,000(500)","50,000(500)",CP D 
="912828ZL7","N/A","UNITED STATES TREAS SER Y-2025          0.37500% 04/30/2025 NTS NOTE","0.375","04/30/2025","AAA","--","93.183","93.223","4.033","4.011","4.011","75,000(300)","75,000(300)",CP D 
="9128284M9","N/A","UNITED STATES TREAS SER K-2025          2.87500% 04/30/2025 NTS NOTE","2.875","04/30/2025","AAA","--","97.794","97.829","4.058","4.040","4.040","10,000(250)","75,000(300)",CP D 
="912820U96","N/A","U S TREAS NT        STRIPPED PRIN PMT   0.00000% 05/15/2025","0.000","05/15/2025","--","--","92.337","92.561","4.032","3.908","3.908","5,000(100)","5,000(100)",CP D 
="912833LV0","N/A","U S TREAS SEC       STRIPPED INT PMT     0.00000% 05/15/2025ZERO CPN","0.000","05/15/2025","--","--","92.549","92.697","3.914","3.833","3.833","10,000(100)","2,000(75)",CP D 
="91282CEQ0","N/A","UNITED STATES TREAS SER AN-2025         2.75000% 05/15/2025 NTS NOTE","2.750","05/15/2025","AAA","--","97.589","97.615","4.018","4.003","4.003","75,000(300)","10,000(500)",CP D 
="912828XB1","N/A","UNITED STATES TREAS NTS NOTE            2.12500% 05/15/2025","2.125","05/15/2025","AAA","--","96.376","96.432","4.031","4.002","4.002","10,000(200)","10,000(200)",CP D 
="912828ZT0","N/A","UNITED STATES TREAS SER Z-2025          0.25000% 05/31/2025 NTS NOTE","0.250","05/31/2025","AAA","--","92.719","92.750","4.000","3.983","3.983","10,000( 250)","75,000(300)",CP D 
="9128284R8","N/A","UNITED STATES TREAS SER L-2025          2.87500% 05/31/2025 NTS NOTE","2.875","05/31/2025","AAA","--","97.816","97.854","3.999","3.980","3.980","75,000(300)","10,000(250)",CP D 
="91282CEU1","N/A","UNITED STATES TREAS SER AP-2025         2.87500% 06/15/2025 NTS NOTE","2.875","06/15/2025","AAA","--","97.835","97.853","3.967","3.958","3.958","75,000(300)","10,000(500)",CP D 
="912828XZ8","N/A","UNITED STATES TREAS SER M-2025          2.75000% 06/30/2025 NTS NOTE","2.750","06/30/2025","AAA","--","97.529","97.571","3.973","3.952","3.952","10,000(250)","75,000(300)",CP D 
="912828ZW3","N/A","UNITED STATES TREAS SER AA-2025         0.25000% 06/30/2025 NTS NOTE","0.250","06/30/2025","AAA","NR","92.638","92.664","3.894","3.881","3.881","10,000(250)","75,000(300)",CP D 
="91282CEY3","N/A","UNITED STATES TREAS SER AQ-2025         3.00000% 07/15/2025 NTS NOTE","3.000","07/15/2025","AAA","--","98.048","98.086","3.947","3.929","3.929","10,000(500)","75,000(300)",CP D 
="91282CAB7","N/A","UNITED STATES TREAS SER AB-2025         0.25000% 07/31/2025 NTS","0.250","07/31/2025","AAA","--","92.320","92.371","3.911","3.886","3.886","5,000(250)","75,000(300)",CP D 
="912828Y79","N/A","UNITED STATES TREAS SER N-2025          2.87500% 07/31/2025 NTS NOTE","2.875","07/31/2025","AAA","--","97.796","97.848","3.924","3.899","3.899","5,000(250)","75,000(300)",CP D 
="912833LW8","N/A","U S TREAS SEC       STRIPPED INT PMT     0.00000% 08/15/2025ZERO CPN","0.000","08/15/2025","--","--","91.890","92.047","3.792","3.715","3.715","10,000(100)","2,000(75)",CP D 
="91282CFE6","N/A","UNITED STATES       TREASURY NOTE       3.12500% 08/15/2025","3.125","08/15/2025","--","--","98.332","98.352","3.904","3.895","3.895","75,000(300)","75,000(300)",CP D 
="912803BF9","N/A","UNITED STATES TREAS BD STRIPP ZERO CPN   0.00000% 08/15/2025","0.000","08/15/2025","--","--","91.857","92.063","3.808","3.707","3.707","10,000(100)","2,000(75)",CP D 
="912810EV6","N/A","UNITED STATES TREAS BDS                 6.87500% 08/15/2025","6.875","08/15/2025","AAA","--","106.418","106.820","3.867","3.687","3.687","10,000(200)","5,000(250)",CP D 
="912828K74","N/A","UNITED STATES TREAS NTS NOTE            2.00000% 08/15/2025","2.000","08/15/2025","AAA","--","95.919","95.965","3.910","3.888","3.888","10,000(200)","75,000(300)",CP D 
="91282CAJ0","N/A","UNITED STATES TREAS SER AC-2025         0.25000% 08/31/2025 NTS NOTE","0.250","08/31/2025","AAA","--","92.109","92.144","3.883","3.867","3.867","75,000(300)","10,000(250)",CP D 
="9128284Z0","N/A","UNITED STATES TREAS SER P-2025          2.75000% 08/31/2025 NTS NOTE","2.750","08/31/2025","AAA","--","97.508","97.563","3.896","3.871","3.871","10,000(250)","75,000(300)",CP D 
="91282CFK2","N/A","UNITED STATES TREAS SER AS-2025         3.50000% 09/15/2025 NTS NOTE","3.500","09/15/2025","AAA","--","99.187","99.207","3.866","3.857","3.857","75,000(300)","75,000(300)",CP D 
="91282CAM3","N/A","UNITED STATES TREAS SER AD-2025         0.25000% 09/30/2025 NTS NOTE","0.250","09/30/2025","AAA","--","92.001","92.039","3.805","3.787","3.787","10,000(250)","75,000(300)",CP D 
="9128285C0","N/A","UNITED STATES TREAS SER Q-2025          3.00000% 09/30/2025 NTS NOTE","3.000","09/30/2025","AAA","--","98.003","98.059","3.887","3.862","3.862","5,000(250)","75,000(300)",CP D 
="91282CFP1","N/A","UNITED STATES TREAS SER AT-2025         4.25000% 10/15/2025 NTS NOTE","4.250","10/15/2025","AAA","--","100.876","100.918","3.865","3.847","3.847","10,000(500)","25,000(300)",CP D 
="91282CAT8","N/A","UNITED STATES TREAS 0.25000% 10/31/2025 NOTE","0.250","10/31/2025","AAA","--","91.685","91.721","3.829","3.813","3.813","10,000(250)","10,000(250)",CP D 
="9128285J5","N/A","UNITED STATES TREAS SER R-2025          3.00000% 10/31/2025 NTS NOTE","3.000","10/31/2025","AAA","--","98.023","98.043","3.851","3.842","3.842","75,000(400)","75,000(400)",CP D 
="912820Y43","N/A","U S TREAS NT        STRIPPED PRIN PMT    0.00000% 11/15/2025ZERO CPN","0.000","11/15/2025","--","--","90.903","91.121","3.856","3.758","3.758","1,000(75)","1,000(75)",CP D 
="912833LX6","N/A","U S TREAS SEC       STRIPPED INT PMT     0.00000% 11/15/2025ZERO CPN","0.000","11/15/2025","--","--","91.140","91.282","3.750","3.686","3.686","10,000(100)","2,000(75)",CP D 
="91282CFW6","N/A","UNITED STATES TREAS SER AU-2025         4.50000% 11/15/2025 NTS NOTE","4.500","11/15/2025","--","--","101.566","101.594","3.836","3.825","3.825","75,000(400)","75,000(400)",CP D 
="912828M56","N/A","UNITED STATES TREAS SER F-2025          2.25000% 11/15/2025 NTS NOTE","2.250","11/15/2025","AAA","--","96.261","96.289","3.834","3.822","3.822","75,000(400)","75,000(400)",CP D 
="91282CAZ4","N/A","UNITED STATES TREAS SER AG-2025         0.37500% 11/30/2025 NTS NOTE","0.375","11/30/2025","AAA","--","91.773","91.815","3.802","3.784","3.784","75,000(400)","10,000(250)",CP D 
="9128285N6","N/A","UNITED STATES TREAS SER S-2025          2.87500% 11/30/2025 NTS NOTE","2.875","11/30/2025","AAA","--","97.738","97.773","3.817","3.803","3.803","75,000(400)","10,000(250)",CP D 
="91282CGA3","N/A","UNITED STATES TREAS SER AV-2025         4.00000% 12/15/2025 NTS NOTE","4.000","12/15/2025","AAA","--","100.517","100.549","3.787","3.774","3.774","10,000(500)","10,000(500)",CP D 
="91282CBC4","N/A","UNITED STATES TREAS SER AH-2025         0.37500% 12/31/2025 NTS NOTE","0.375","12/31/2025","AAA","--","91.705","91.751","3.722","3.702","3.702","10,000(250)","75,000(400)",CP D 
="9128285T3","N/A","UNITED STATES TREAS SER T-2025          2.62500% 12/31/2025 NTS NOTE","2.625","12/31/2025","AAA","--","97.121","97.141","3.787","3.779","3.779","75,000(400)","75,000(400)",CP D 
="91282CGE5","N/A","UNITED STATES TREAS SER AJ-2026         3.87500% 01/15/2026 NTS NOTE","3.875","01/15/2026","AAA","--","100.223","100.256","3.785","3.772","3.772","15,000(500)","15,000(500)",CP D 
="91282CBH3","N/A","UNITED STATES TREAS SER U-2026          0.37500% 01/31/2026 NTS NOTE","0.375","01/31/2026","AAA","--","91.375","91.398","3.752","3.743","3.743","75,000(400)","10,000(250)",CP D 
="9128286A3","N/A","UNITED STATES TREAS SER G-2026          2.62500% 01/31/2026 NTS NOTE","2.625","01/31/2026","AAA","--","97.085","97.113","3.765","3.754","3.754","75,000(400)","10,000(250)",CP D 
="912833LY4","N/A","U S TREAS SEC       STRIPPED INT PMT     0.00000% 02/15/2026ZERO CPN","0.000","02/15/2026","--","--","90.415","90.539","3.696","3.645","3.645","10,000(100)","2,000(75)",CP D 
="912803BG7","N/A","UNITED STATES TREAS BD STRIPP ZERO CPN   0.00000% 02/15/2026","0.000","02/15/2026","--","--","90.294","90.500","3.745","3.661","3.661","10,000(100)","2,000(75)",CP D 
="912810EW4","N/A","UNITED STATES TREAS BDS                 6.00000% 02/15/2026","6.000","02/15/2026","AAA","--","105.812","105.922","3.754","3.713","3.713","75,000(400)","75,000(400)",CP D 
="91282CGL9","N/A","UNITED STATES TREAS SER AK-2026         4.00000% 02/15/2026 NTS NOTE","4.000","02/15/2026","--","--","100.623","100.645","3.758","3.749","3.749","25,000(500)","75,000(400)",CP D 
="912828P46","N/A","UNITED STATES TREAS SER B-2026          1.62500% 02/15/2026 NTS NOTE","1.625","02/15/2026","AAA","--","94.488","94.508","3.751","3.744","3.744","75,000(400)","75,000(400)",CP D 
="91282CBQ3","N/A","UNITED STATES TREAS SER V-2026          0.50000% 02/28/2026 NTS NOTE","0.500","02/28/2026","AAA","--","91.507","91.542","3.732","3.719","3.719","75,000(400)","10,000(250)",CP D 
="9128286F2","N/A","UNITED STATES TREAS SER H-2026          2.50000% 02/28/2026 NTS NOTE","2.500","02/28/2026","AAA","--","96.738","96.756","3.741","3.734","3.734","75,000(400)","10,000( 250)",CP D 
="91282CGR6","N/A","UNITED STATES TREAS SER AL-2026         4.62500% 03/15/2026 NTS NOTE","4.625","03/15/2026","AAA","--","102.441","102.467","3.707","3.698","3.698","75,000(400)","30,000(500)",CP D 
="91282CBT7","N/A","UNITED STATES TREAS SER W-2026          0.75000% 03/31/2026 NTS NOTE","0.750","03/31/2026","AAA","--","92.109","92.135","3.667","3.658","3.658","75,000(400)","10,000(250)",CP D 
="9128286L9","N/A","UNITED STATES TREAS SER J-2026          2.25000% 03/31/2026 NTS NOTE","2.250","03/31/2026","AAA","--","96.066","96.101","3.705","3.692","3.692","75,000(400)","10,000(250)",CP D 
="91282CGV7","N/A","UNITED STATES TREAS SER AM-2026         3.75000% 04/15/2026 NTS NOTE","3.750","04/15/2026","AAA","--","100.113","100.140","3.708","3.698","3.698","75,000(400)","35,000(500)",CP D 
="91282CBW0","N/A","UNITED STATES TREAS SER Y-2026          0.75000% 04/30/2026 NTS NOTE","0.750","04/30/2026","AAA","--","91.796","91.824","3.705","3.695","3.695","50,000(400)","10,000(250)",CP D 
="9128286S4","N/A","UNITED STATES TREAS SER K-2026          2.37500% 04/30/2026 NTS NOTE","2.375","04/30/2026","AAA","--","96.329","96.353","3.697","3.688","3.688","10,000(250)","10,000( 250)",CP D 
="9128202R7","N/A","U S TREAS NT        STRIPPED PRIN PMT    0.00000% 05/15/2026ZERO CPN","0.000","05/15/2026","--","--","89.539","89.720","3.721","3.652","3.652","1,000(75)","1,000(75)",CP D 
="912833LZ1","N/A","U S TREAS SEC       STRIPPED INT PMT     0.00000% 05/15/2026ZERO CPN","0.000","05/15/2026","--","--","89.696","89.823","3.661","3.613","3.613","10,000(100)","2,000(75)",CP D 
="91282CHB0","N/A","UNITED STATES TREAS SER AN-2026         3.62500% 05/15/2026 NTS NOTE","3.625","05/15/2026","--","--","99.844","99.862","3.680","3.674","3.674","40,000(500)","40,000(500)",CP D 
="912828R36","N/A","UNITED STATES TREAS SER C-2026          1.62500% 05/15/2026 NTS NOTE","1.625","05/15/2026","AAA","--","94.167","94.195","3.699","3.689","3.689","50,000(400)","5,000(200)",CP D 
="91282CCF6","N/A","UNITED STATES TREAS SER Z-2026          0.75000% 05/31/2026 NTS NOTE","0.750","05/31/2026","AAA","--","91.617","91.659","3.689","3.674","3.674","50,000(400)","10,000(250)",CP D 
="9128286X3","N/A","UNITED STATES TREAS SER L-2026          2.12500% 05/31/2026 NTS NOTE","2.125","05/31/2026","AAA","--","95.531","95.557","3.692","3.683","3.683","50,000(400)","10,000(250)",CP D 
="91282CCJ8","N/A","UNITED STATES TREAS SER AA-2026         0.87500% 06/30/2026 NTS NOTE","0.875","06/30/2026","AAA","--","91.886","91.914","3.646","3.636","3.636","50,000(400)","50,000(400)",CP D 
="9128287B0","N/A","UNITED STATES TREAS SER M-2026          1.87500% 06/30/2026 NTS NOTE","1.875","06/30/2026","AAA","--","94.747","94.786","3.669","3.656","3.656","10,000(250)","50,000(400)",CP D 
="91282CCP4","N/A","UNITED STATES TREAS SER AB-2026         0.62500% 07/31/2026 NTS NOTE","0.625","07/31/2026","AAA","--","90.875","90.903","3.664","3.654","3.654","5,000(200)","50,000(400)",CP D 
="912828Y95","N/A","UNITED STATES TREAS SER N-2026          1.87500% 07/31/2026 NTS NOTE","1.875","07/31/2026","AAA","--","94.615","94.649","3.668","3.656","3.656","10,000(250)","50,000(400)",CP D 
="912833PA2","N/A","U S TREAS SEC       STRIPPED INT PMT     0.00000% 08/15/2026ZERO CPN","0.000","08/15/2026","--","--","88.948","89.084","3.635","3.587","3.587","10,000(100)","2,000(75)",CP D 
="912803BH5","N/A","UNITED STATES TREAS BD STRIPP ZERO CPN   0.00000% 08/15/2026","0.000","08/15/2026","--","--","88.843","89.047","3.672","3.600","3.600","10,000(100)","2,000(75)",CP D 
="912810EX2","N/A","UNITED STATES TREAS BDS                 6.75000% 08/15/2026","6.750","08/15/2026","AAA","--","109.207","109.562","3.715","3.605","3.605","10,000(200)","5,000(100)",CP D 
="9128282A7","N/A","UNITED STATES TREAS SER E-2026          1.50000% 08/15/2026 NTS NOTE","1.500","08/15/2026","AAA","--","93.417","93.454","3.665","3.653","3.653","50,000(400)","50,000(400)",CP D 
="91282CCW9","N/A","UNITED STATES TREAS SER AC-2026         0.75000% 08/31/2026 NTS NOTE","0.750","08/31/2026","AAA","--","91.074","91.102","3.653","3.644","3.644","50,000(400)","50,000(400)",CP D 
="912828YD6","N/A","UNITED STATES TREAS SER P-2026          1.37500% 08/31/2026 NTS NOTE","1.375","08/31/2026","--","--","92.992","93.012","3.654","3.647","3.647","50,000(400)","50,000(400)",CP D 
="91282CCZ2","N/A","UNITED STATES TREAS SER AD-2026         0.87500% 09/30/2026 NTS NOTE","0.875","09/30/2026","AAA","--","91.343","91.375","3.623","3.613","3.613","50,000(400)","10,000(250)",CP D 
="912828YG9","N/A","UNITED STATES TREAS SER Q-2026          1.62500% 09/30/2026 NTS NOTE","1.625","09/30/2026","AAA","--","93.656","93.672","3.639","3.634","3.634","5,000(150)","50,000(400)",CP D 
="91282CDG3","N/A","UNITED STATES TREAS SER AF-2026         1.12500% 10/31/2026 NTS NOTE","1.125","10/31/2026","--","--","91.933","91.968","3.629","3.618","3.618","50,000(400)","10,000(250)",CP D 
="912828YQ7","N/A","UNITED STATES TREAS SER R-2026          1.62500% 10/31/2026 NTS NOTE","1.625","10/31/2026","AAA","--","93.562","93.601","3.623","3.611","3.611","50,000(400)","10,000(250)",CP D 
="912833PB0","N/A","U S TREAS SEC       STRIPPED INT PMT     0.00000% 11/15/2026ZERO CPN","0.000","11/15/2026","--","--","88.247","88.381","3.607","3.563","3.563","10,000(100)","2,000(75)",CP D 
="912803BJ1","N/A","UNITED STATES TREAS BD STRIPP ZERO CPN   0.00000% 11/15/2026","0.000","11/15/2026","--","--","88.223","88.469","3.615","3.534","3.534","11,000(100)","11,000(100)",CP D 
="912810EY0","N/A","UNITED STATES TREAS BDS                 6.50000% 11/15/2026","6.500","11/15/2026","AAA","--","109.242","109.632","3.660","3.547","3.547","25,000(1)","5,000(100)",CP D 
="912828U24","N/A","UNITED STATES TREAS SER F-2026          2.00000% 11/15/2026 NTS NOTE","2.000","11/15/2026","AAA","--","94.695","94.731","3.629","3.618","3.618","50,000(400)","50,000(400)",CP D 
="91282CDK4","N/A","UNITED STATES TREAS SER AG-2026         1.25000% 11/30/2026 NTS NOTE","1.250","11/30/2026","AAA","--","92.187","92.219","3.620","3.610","3.610","50,000(400)","50,000(400)",CP D 
="912828YU8","N/A","UNITED STATES TREAS SER S-2026          1.62500% 11/30/2026 NTS NOTE","1.625","11/30/2026","AAA","--","93.437","93.477","3.616","3.604","3.604","50,000(400)","50,000(400)",CP D 
="91282CDQ1","N/A","UNITED STATES TREAS SER AH-2026         1.25000% 12/31/2026 NTS NOTE","1.250","12/31/2026","AAA","--","92.062","92.097","3.606","3.595","3.595","5,000(100)","10,000(250)",CP D 
="912828YX2","N/A","UNITED STATES TREAS SER T-2026          1.75000% 12/31/2026 NTS NOTE","1.750","12/31/2026","AAA","--","93.750","93.786","3.605","3.594","3.594","50,000(400)","50,000(400)",CP D 
="912828Z78","N/A","UNITED STATES TREAS SER G-2027          1.50000% 01/31/2027 NTS NOTE","1.500","01/31/2027","AAA","--","92.750","92.786","3.605","3.594","3.594","50,000(400)","50,000(400)",CP D 
="912833PC8","N/A","U S TREAS SEC       STRIPPED INT PMT     0.00000% 02/15/2027ZERO CPN","0.000","02/15/2027","--","--","87.508","87.695","3.589","3.531","3.531","3,000(75)","3,000(75)",CP D 
="912803BK8","N/A","UNITED STATES TREAS BD STRIPP ZERO CPN   0.00000% 02/15/2027","0.000","02/15/2027","--","--","87.540","87.782","3.579","3.504","3.504","10,000(100)","2,000(75)",CP D 
="912810EZ7","N/A","UNITED STATES TREAS BDS                 6.62500% 02/15/2027","6.625","02/15/2027","AAA","--","110.426","110.814","3.625","3.520","3.520","10,000(200)","10,000(200)",CP D 
="912828V98","N/A","UNITED STATES TREAS SER B-2027          2.25000% 02/15/2027 NTS NOTE","2.250","02/15/2027","AAA","--","95.347","95.385","3.586","3.575","3.575","50,000(400)","10,000(200)",CP D 
="91282CEC1","N/A","UNITED STATES TREAS SER V-2027          1.87500% 02/28/2027 NTS NOTE","1.875","02/28/2027","AAA","--","93.953","93.989","3.595","3.585","3.585","5,000(150)","50,000(400)",CP D 
="912828ZB9","N/A","UNITED STATES TREAS NOTE                1.12500% 02/28/2027","1.125","02/28/2027","AAA","--","91.437","91.461","3.559","3.552","3.552","50,000(400)","50,000(400)",CP D 
="91282CEF4","N/A","UNITED STATES TREAS SER W-2027          2.50000% 03/31/2027 NTS NOTE","2.500","03/31/2027","AAA","--","96.128","96.163","3.578","3.569","3.569","5,000(150)","10,000(250)",CP D 
="912828ZE3","N/A","UNITED STATES TREAS NOTE                0.62500% 03/31/2027","0.625","03/31/2027","AAA","--","89.437","89.469","3.568","3.559","3.559","50,000(400)","50,000(400)",CP D 
="91282CEN7","N/A","UNITED STATES TREAS SER Y-2027          2.75000% 04/30/2027 NTS NOTE","2.750","04/30/2027","AAA","--","96.960","96.993","3.580","3.572","3.572","50,000(400)","50,000(400)",CP D 
="912828ZN3","N/A","UNITED STATES TREAS NOTE                0.50000% 04/30/2027","0.500","04/30/2027","AAA","--","88.750","88.788","3.574","3.564","3.564","50,000(400)","10,000(250)",CP D 
="9128207D3","N/A","U S TREAS NT        STRIPPED PRIN PMT    0.00000% 05/15/2027ZERO CPN","0.000","05/15/2027","--","--","86.759","87.004","3.585","3.513","3.513","1,000(75)","1,000(75)",CP D 
="912833PD6","N/A","U S TREAS SEC       STRIPPED INT PMT     0.00000% 05/15/2027ZERO CPN","0.000","05/15/2027","--","--","86.863","87.029","3.554","3.506","3.506","10,000(25)","2,000(75)",CP D 
="912828X88","N/A","UNITED STATES TREAS SER C-2027          2.37500% 05/15/2027 NTS NOTE","2.375","05/15/2027","AAA","--","95.597","95.641","3.566","3.554","3.554","50,000(400)","50,000(400)",CP D 
="91282CET4","N/A","UNITED STATES TREAS SER Z-2027          2.62500% 05/31/2027 NTS NOTE","2.625","05/31/2027","AAA","--","96.484","96.510","3.567","3.560","3.560","50,000(400)","10,000(250)",CP D 
="912828ZS2","N/A","UNITED STATES TREAS SER L-2027          0.50000% 05/31/2027 NTS NOTE","0.500","05/31/2027","AAA","--","88.554","88.593","3.566","3.555","3.555","50,000(400)","10,000(250)",CP D 
="91282CEW7","N/A","UNITED STATES TREAS SER AA-2027         3.25000% 06/30/2027 NTS NOTE","3.250","06/30/2027","AAA","--","98.812","98.838","3.561","3.555","3.555","25,000(400)","10,000(250)",CP D 
="912828ZV5","N/A","UNITED STATES TREAS SER M-2027          0.50000% 06/30/2027 NTS NOTE","0.500","06/30/2027","AAA","NR","88.333","88.381","3.567","3.554","3.554","10,000(250)","10,000(250)",CP D 
="91282CAD3","N/A","UNITED STATES TREAS SER N-2027          0.37500% 07/31/2027 NTS","0.375","07/31/2027","AAA","--","87.658","87.696","3.557","3.547","3.547","10,000(250)","50,000(400)",CP D 
